state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
NV,47,area_code_877,no,no,5,129.3874251,135,19.24057089,229.2953618,107,7.57097237,191.2047907,129,20.06252091,6.050189017,8,9.76766034,4,no
UT,88,area_code_943,no,yes,39,262.0273088,108,8.913515912,184.523666,85,45.21983845,134.8008578,101,13.27429583,3.870729905,14,2.234049735,6,no
UT,52,area_code_961,no,no,12,286.7903657,120,18.64489027,177.1764961,81,28.84140757,130.6709268,65,35.60642793,14.31338695,3,3.930397209,2,no
MD,56,area_code_460,no,yes,47,271.2137794,58,48.49512977,110.7811326,147,35.12067578,211.226581,126,7.551709312,5.895467359,13,7.652259723,5,yes
NJ,15,area_code_356,yes,yes,34,234.766744,50,47.51183218,236.1876829,113,42.42082667,262.8711123,107,30.3711526,18.53084074,11,6.748894869,7,yes
HI,29,area_code_232,yes,yes,18,119.3661699,78,20.06952306,92.05914478,120,11.76397801,202.2988478,142,14.4784275,3.455706186,8,6.020662799,7,no
NV,8,area_code_375,yes,yes,11,120.4040105,112,30.68842713,97.48368592,91,6.736620287,263.2932447,58,47.69806273,7.047988803,19,5.53404217,1,yes
MO,5,area_code_875,no,no,15,290.8400801,121,45.9317926,165.1780428,97,44.54965157,116.149278,75,20.0993424,2.040957692,10,8.512684215,5,yes
RI,29,area_code_782,yes,no,42,52.57112398,105,5.278272019,121.5699655,123,19.17199524,179.8754637,77,19.63495361,14.36280083,18,2.732011347,6,no
NC,47,area_code_612,no,no,9,229.0124933,117,41.48076067,111.8657453,130,10.80405086,162.6341348,126,46.55231006,17.93399033,18,4.703473806,6,no
AL,68,area_code_412,no,no,24,226.5615406,84,47.67662988,211.3094111,79,26.08075567,52.91122488,85,23.78065641,13.08161602,7,1.976796775,2,yes
NE,76,area_code_675,yes,yes,19,205.6723852,52,9.109658045,212.7429363,70,31.92377341,189.2030358,58,48.32880504,18.81730729,16,6.161445159,8,yes
IL,45,area_code_985,yes,no,30,297.5272115,56,12.26514587,256.1292674,109,6.393677154,215.381081,96,6.087665846,3.441575592,6,2.880172031,1,no
SD,2,area_code_383,yes,no,3,127.9698589,76,48.23358362,154.4271417,62,17.37030462,197.9786011,127,18.78550588,2.666944618,16,3.671499611,2,no
AZ,27,area_code_220,no,yes,43,134.9929659,50,29.18930646,68.27127276,50,6.475994342,234.0699747,100,34.97868321,16.92984189,16,4.976881808,1,yes
RI,95,area_code_206,no,yes,22,69.73485074,140,5.638848551,118.4165962,114,23.91509251,192.8348821,125,45.0885634,17.25471233,1,0.754320564,8,yes
CO,36,area_code_786,yes,yes,1,160.6995341,129,16.59343994,295.0013658,82,45.27950131,66.68756371,106,16.53825169,16.78975102,19,1.373410391,3,yes
DE,36,area_code_303,yes,yes,21,115.2621316,120,25.24746534,199.0646438,87,49.21935852,79.11138102,81,46.87149164,16.18033315,3,7.016327597,1,no
NE,26,area_code_264,no,no,36,135.8466755,93,36.180901,227.4342712,74,33.66713991,199.1186444,116,31.73546599,7.882338915,6,4.575214817,2,yes
FL,43,area_code_404,yes,no,7,258.6429476,136,37.99221702,51.83945741,75,12.27369622,118.744798,106,41.04537094,5.131779588,4,8.715507109,3,yes
OR,27,area_code_596,no,yes,6,283.8711284,90,49.79396808,179.551433,126,45.76322255,69.91128226,103,22.87432869,18.64727638,4,7.099384035,9,yes
NC,69,area_code_731,no,yes,13,96.433268,124,17.93800397,59.38216438,108,28.23115204,157.4006859,65,14.54811722,6.833003474,4,0.576958946,5,yes
TN,20,area_code_655,yes,yes,2,143.1272329,91,29.21990458,192.307553,141,11.91871904,188.5806495,111,46.0055937,8.569745961,10,6.358767142,4,yes
UT,11,area_code_923,yes,no,49,282.1576405,82,28.99955965,280.1927124,82,46.47770013,132.1864971,133,46.99111408,14.29162023,9,1.390386228,2,yes
MS,74,area_code_255,yes,no,15,65.45211517,99,23.25403668,292.1047826,90,39.08610728,230.1084256,145,27.39088149,6.57376552,8,7.918865208,9,no
IA,38,area_code_466,yes,yes,18,73.09013203,112,12.61228522,185.1381688,79,37.92673727,210.942652,105,5.29227572,16.56347421,19,9.919323039,7,no
NY,6,area_code_818,no,yes,17,90.6977473,149,48.98554534,164.5512013,106,36.91313167,133.2045903,72,9.940232915,2.330657849,17,5.546388545,7,no
NY,72,area_code_719,no,no,15,198.8032085,86,43.3992734,286.2542736,98,14.01529195,238.7181322,66,30.78625821,16.03247068,17,6.986405252,6,yes
MS,23,area_code_350,no,yes,7,87.61806775,108,27.42498627,218.402458,97,14.49530113,212.1737606,129,6.069951604,12.43517513,1,2.754484529,2,no
SD,47,area_code_981,yes,yes,32,292.0190954,130,32.14604402,66.22481988,121,35.97318493,209.3613447,87,22.86103658,11.88687924,14,4.657178566,0,yes
WI,90,area_code_433,no,no,48,161.6786318,148,15.22674741,166.4313944,98,14.88752375,188.3569252,121,18.65164755,9.709163744,11,8.632905656,4,yes
WI,46,area_code_741,yes,yes,11,175.3794901,97,29.47041817,110.0612546,96,24.74022636,52.84741702,132,37.14567239,6.263866329,3,2.090518004,0,yes
ID,12,area_code_610,yes,no,10,111.664654,54,36.27365599,167.4510804,105,40.19008215,224.1267959,79,7.501040283,9.817335423,8,3.022588253,5,yes
RI,90,area_code_392,yes,yes,4,167.7400631,97,28.18251628,163.866393,114,40.27786331,144.0104478,107,26.9929071,9.550541728,10,4.731619915,6,yes
AK,13,area_code_119,yes,yes,26,215.4784082,145,49.56283268,195.5362007,61,25.39677976,285.6524275,147,31.06014214,12.09132959,17,7.266364473,4,no
AZ,62,area_code_381,yes,no,11,237.7942842,52,32.51037453,139.1926226,118,40.64854722,254.4961928,127,32.77809842,6.349911431,8,4.070897571,3,no
WI,82,area_code_896,yes,no,16,238.4670207,96,21.69381707,91.06761236,137,42.73798083,196.9236174,71,23.23209524,2.474316058,1,9.313456658,1,no
OR,89,area_code_100,no,yes,5,194.4727782,111,39.74684124,175.9298586,55,34.46490881,113.0454955,66,18.69655025,3.756699486,7,1.397341987,4,yes
WI,97,area_code_218,yes,no,32,276.0899437,148,12.67081302,257.5507211,138,15.27916335,100.9293483,64,35.71218652,14.2843712,9,4.022639877,8,no
KY,60,area_code_134,no,yes,4,254.3519618,63,22.30321162,216.003057,114,17.33053012,135.0962094,97,43.14060716,1.427354263,12,7.235064173,3,yes
WI,43,area_code_297,no,yes,27,239.2620287,112,20.61315277,134.5919665,74,19.16785199,169.1419859,81,36.2127937,17.27241785,9,2.646874274,1,no
AK,76,area_code_584,yes,no,13,63.90138042,110,24.43131928,283.8807557,50,10.25618485,124.0163775,126,46.94460645,14.19354922,3,6.735924775,5,no
AK,68,area_code_856,yes,yes,4,51.71949055,80,40.18009217,278.0518928,81,17.29218292,178.7323738,134,37.27685864,15.59364428,4,2.060061103,7,no
NV,5,area_code_158,yes,yes,32,103.1118193,144,26.78778645,102.3370998,52,14.42836509,91.34260638,89,39.40784303,16.88370453,10,1.031812706,1,no
MN,37,area_code_936,no,no,49,215.8808985,66,40.73065026,59.85439628,98,25.48979374,294.4282032,146,12.55564385,3.331498435,4,1.649649309,8,no
OR,72,area_code_260,yes,no,47,152.7993722,73,30.94200064,235.3271771,68,45.87968965,76.98113874,106,23.879284,16.62657073,9,9.33485544,6,no
NY,92,area_code_790,no,yes,40,150.6015648,72,20.39312456,256.9025653,109,9.701614254,282.9860349,107,26.82748989,10.58820632,1,5.741633388,1,yes
NC,31,area_code_305,yes,no,18,271.1467221,131,41.44904347,291.9661415,78,37.41205658,278.3945029,140,16.5331923,17.82495294,5,8.065284867,4,yes
AL,9,area_code_111,yes,no,21,273.890712,99,15.72303517,272.4590985,99,35.9277352,181.3401205,148,28.78429372,17.84514542,9,3.660217759,4,yes
ME,51,area_code_589,no,no,4,277.293816,127,15.09723409,200.1336921,51,9.30893894,231.227568,65,18.08563749,1.459382831,5,6.130257155,6,yes
AK,29,area_code_375,no,no,1,128.4695191,128,27.70263158,182.5130848,122,46.51575822,159.0120745,77,35.93759418,8.274439094,6,5.20204527,4,yes
UT,78,area_code_792,yes,yes,29,222.7639532,128,16.73821607,56.96026282,105,30.5812491,207.5086444,147,26.16298145,11.00157712,19,9.484510614,5,no
MT,40,area_code_341,no,yes,46,117.9082953,119,5.408916573,111.6641117,66,21.36764845,135.1439844,50,25.64631294,13.88884171,8,7.601959043,8,yes
NY,41,area_code_315,no,yes,38,97.65245827,76,34.17338873,164.9036879,109,39.04423626,125.2897549,90,49.2639139,6.437538687,10,7.440154999,2,yes
CO,86,area_code_350,no,no,3,96.15811434,64,27.99922197,207.125975,85,16.58144563,194.5574465,97,22.66001818,5.790702953,11,0.94035606,2,yes
NY,11,area_code_910,no,no,32,135.5269052,99,25.04830165,189.3129583,110,36.20794267,174.5324185,80,21.30329447,8.244048663,13,5.721861856,7,yes
AR,23,area_code_225,no,no,12,157.4894049,85,48.51358316,235.6589974,66,6.787004341,194.8840923,85,19.33719671,10.51783514,4,4.936418812,9,yes
HI,1,area_code_316,yes,no,19,257.7372928,57,30.70396328,119.9417327,98,42.77336169,121.6651453,82,45.26371494,19.0717784,11,9.314501533,5,yes
KY,46,area_code_405,yes,no,6,79.97277337,128,43.854421,191.2381519,125,25.16768812,141.739458,82,27.35257217,15.48006087,12,2.944748888,9,yes
PA,21,area_code_896,no,no,14,233.7314618,52,11.27526063,72.03556085,109,33.65118115,70.97449016,131,32.00065149,9.157102172,5,3.063417806,2,yes
MS,90,area_code_284,yes,no,22,182.8637285,111,30.61429084,153.4163809,69,14.95570189,63.06909307,72,13.13683156,2.03295739,10,4.407789364,1,yes
CA,36,area_code_138,yes,yes,13,121.9863357,96,44.0590832,237.5402082,99,35.46831707,113.3642824,109,29.3424062,4.201891251,7,2.812012277,1,no
ND,54,area_code_322,no,yes,22,173.2048961,126,31.23975908,223.3502134,52,39.75081242,68.56171483,136,17.35916868,9.662564062,9,1.727247219,1,yes
CO,87,area_code_283,yes,no,18,124.9855174,147,37.31063802,297.6606843,92,26.29459341,75.94367716,128,37.87866146,16.4626921,9,8.645441043,4,yes
MI,57,area_code_594,no,no,28,199.0204888,137,21.74196055,119.4727815,106,32.79771158,253.2321013,139,42.4637757,8.233215178,10,5.803626982,4,no
HI,1,area_code_526,no,no,19,158.4609807,145,9.160228267,174.5473248,99,25.53466657,59.71842425,79,37.16648115,11.23143636,10,8.68294583,0,no
WV,63,area_code_277,yes,yes,28,91.10138227,110,25.60551328,132.3826034,117,45.23411162,214.7356985,138,37.86098748,17.94429284,2,8.395780271,1,yes
KS,54,area_code_527,no,yes,23,79.14576864,81,22.75157259,160.1507785,130,27.40411312,118.1394372,94,28.06136169,18.36212893,4,3.179402371,1,yes
NC,55,area_code_393,no,no,17,186.6739205,143,44.01770821,264.2375325,99,42.88139191,267.8864202,129,37.04531254,5.099724932,8,5.703505721,3,yes
FL,40,area_code_951,no,no,9,275.6032583,62,15.97978861,221.0522688,86,41.06084262,171.2480711,88,24.0209121,1.828303514,14,1.290568176,6,no
CO,15,area_code_250,no,yes,40,135.9894216,50,48.50304024,270.6102978,95,23.47271696,126.3941148,94,34.31701191,6.802800088,17,9.194892898,2,yes
KS,21,area_code_483,no,yes,7,233.2500268,83,48.11621539,100.8777771,91,15.35380213,179.4097339,127,16.65676446,14.22024398,13,4.340495793,4,no
NH,47,area_code_737,yes,yes,25,214.6653387,111,16.14342394,268.3402795,64,23.27369597,145.4895048,130,8.139065554,19.07113182,18,4.239923747,8,no
AZ,73,area_code_912,yes,yes,28,282.8887286,128,20.662338,64.94056854,82,42.17978191,191.0752662,61,23.60629689,2.463608,18,3.376176021,4,no
MD,53,area_code_407,no,no,9,255.2452543,127,45.30000834,272.1498201,129,15.24346411,78.63321708,142,25.78001701,1.5411924,13,4.876305575,8,no
OK,9,area_code_435,no,yes,16,191.6513147,142,48.49799994,132.2684449,60,28.59963556,299.2476257,81,16.53832212,17.79879705,8,2.891714172,0,no
ME,74,area_code_845,yes,yes,1,214.2576246,147,24.95475963,128.6469084,69,41.27435366,156.3889694,105,37.74692833,15.21476011,12,4.061096592,8,yes
MT,52,area_code_991,no,no,5,274.5966166,131,19.44486705,178.0221442,73,20.90648638,137.0576599,73,8.309771554,19.852723,1,8.099496962,4,yes
AZ,57,area_code_474,yes,yes,4,149.8796961,120,28.6742306,285.1725469,113,33.89943367,227.5524621,62,15.0236746,8.539064748,18,8.425427284,7,no
ME,26,area_code_107,no,yes,27,131.6986765,142,35.94961429,61.94534117,129,16.05342083,140.9748516,69,38.68541233,8.904967198,3,3.389733537,4,no
MD,41,area_code_440,no,yes,40,52.70277091,80,17.30635319,138.0577438,143,9.917575042,258.3185763,128,24.67059232,4.273924909,12,4.95563709,5,no
NY,35,area_code_228,no,no,4,256.6377685,113,38.14129286,264.1429972,147,40.74729013,163.5676811,105,36.73776308,3.201095899,19,8.801287875,7,no
CT,63,area_code_875,no,yes,17,250.2451751,74,7.32458107,149.0136194,114,9.453588053,229.8896033,102,30.5368645,11.9956422,13,1.000396652,1,yes
SD,25,area_code_768,no,no,25,76.11362953,87,7.218252174,99.7892244,137,17.21216278,76.86330411,117,47.78207375,7.921415025,10,8.946877139,2,no
NC,90,area_code_451,no,no,19,194.2143453,63,22.38294673,156.1985453,137,43.47992399,261.5297964,103,31.90081247,2.526012511,15,2.582251284,8,no
SC,75,area_code_457,no,yes,40,165.9954245,57,20.90629364,146.3881254,122,20.59111792,233.9294967,83,5.669103846,17.85275432,2,6.94612282,4,yes
RI,38,area_code_616,yes,yes,48,79.67727388,140,19.20349469,278.8540504,135,48.78704073,102.9291946,77,20.87948077,4.768772897,19,6.034241116,4,yes
LA,2,area_code_594,yes,yes,26,295.1420568,103,27.09588932,240.4835939,125,49.08804506,86.32150244,99,11.4377307,15.22310259,3,5.752937108,8,yes
SC,7,area_code_185,yes,yes,48,103.6739719,51,19.4330112,176.2788889,66,17.07242092,129.0730872,51,46.60851549,6.362343326,14,8.663922135,9,yes
AL,82,area_code_274,no,no,11,66.80854502,130,13.65160633,297.0926417,138,6.844020001,294.0176465,143,9.680560443,16.44519178,7,1.464935365,2,no
HI,91,area_code_901,no,yes,6,198.7118449,127,18.92612971,166.3193828,141,36.72784779,114.2078936,75,22.44679984,3.249539987,8,3.796766241,3,no
NV,34,area_code_292,no,yes,2,234.7166693,138,48.87069228,64.55945771,110,25.29439262,164.0318022,100,15.17446371,15.36536059,11,5.61340109,6,no
MO,91,area_code_410,no,yes,9,58.11086151,105,23.50010376,115.5685805,64,9.533877978,57.50505643,96,43.10248957,2.864258604,6,8.207244112,1,no
WY,17,area_code_218,no,no,33,214.6794097,143,25.01207496,159.0176201,143,36.83852685,149.3068824,75,18.88549239,9.491399969,11,2.556209292,7,no
MN,43,area_code_317,no,yes,24,183.072969,142,30.94452455,89.22565604,100,6.40287091,192.8300039,133,49.63520674,14.94608266,17,8.127833493,4,no
NM,59,area_code_526,no,yes,34,75.81625222,133,49.25033458,286.8912816,76,44.15885107,288.2811531,141,6.737747253,4.291149243,10,4.296565584,0,no
NJ,51,area_code_513,yes,no,15,93.13096924,134,15.87205744,241.7122245,135,11.23936381,179.1840112,133,10.77245476,6.427634788,17,2.294681636,2,no
TN,54,area_code_213,no,no,1,191.9935743,110,35.65769497,117.0718001,123,10.72903454,254.7768315,124,15.10874494,17.43057285,2,7.710371184,8,no
OH,24,area_code_244,yes,yes,23,124.0894034,71,37.21931121,197.7011334,110,12.90525341,186.7819106,123,41.49977181,17.8172671,6,1.363539564,4,yes
CT,25,area_code_637,yes,yes,9,284.5789322,84,32.32959876,230.3622893,107,48.21198613,60.19625336,110,44.53327441,1.853773597,5,5.390290054,7,no
KS,71,area_code_747,no,yes,37,254.6850574,65,8.986025284,285.3197322,80,36.19262121,128.7520688,72,8.215312127,4.193721122,4,1.106819947,0,yes
MT,52,area_code_402,no,yes,21,295.8918016,99,35.45925241,270.4088373,140,41.0617191,193.887377,86,6.460706379,3.231966865,2,3.885969624,6,yes
WV,70,area_code_843,yes,yes,25,114.9177097,92,7.884261997,178.7980565,61,22.89357436,287.6484915,90,38.50505857,4.414168798,12,6.210229591,6,yes
WI,88,area_code_980,yes,no,42,292.4309082,66,31.82641923,243.6631549,95,20.13407274,264.7825899,101,11.0008403,19.43356676,3,5.783097644,7,yes
AK,33,area_code_687,no,no,38,157.8084674,129,38.28115297,190.5361885,80,15.55178031,107.0889035,132,10.98493642,11.48144973,6,4.34422647,2,no
AL,49,area_code_939,no,yes,26,136.8796988,107,14.49364508,188.1759725,81,26.62916127,105.0274575,131,6.006494052,9.894135419,14,4.575955943,0,yes
WV,29,area_code_444,yes,yes,28,62.58738174,51,42.87299034,78.68548958,81,29.83229301,100.2932418,98,7.241354491,19.70488009,8,2.654310757,8,yes
ID,63,area_code_913,no,no,46,63.19131446,53,6.365921249,81.5344145,148,33.42986796,280.6247241,76,16.86539564,11.58216647,14,4.83088459,0,no
CA,22,area_code_900,no,yes,37,223.002814,134,42.97157886,182.3834038,102,16.57033268,263.1665383,55,7.925247023,13.56124062,3,9.555921129,5,yes
OR,26,area_code_100,no,yes,19,164.4822486,88,25.71480728,117.2153862,110,47.68943364,243.7208581,123,21.59955912,7.322640375,16,8.579302719,8,no
NY,28,area_code_246,yes,yes,26,106.6304065,147,14.7914573,55.25922562,95,12.63913242,148.1837786,115,42.47487641,8.260182426,15,1.879712256,1,no
FL,85,area_code_386,yes,yes,40,203.4925766,143,11.02001652,230.709801,134,48.45439286,176.0951761,73,19.68441158,12.29377829,7,0.78291748,3,no
SD,49,area_code_753,yes,yes,19,113.2145296,55,47.89882254,58.12164917,123,5.668525513,166.0829362,87,37.75253732,2.325929896,15,9.368480971,1,no
OH,71,area_code_152,no,no,43,194.4079386,130,8.269951441,198.8192103,129,26.65065613,113.3495269,77,9.225948417,5.861774835,13,5.504122624,3,yes
ME,81,area_code_403,no,yes,18,139.8021867,138,13.9592039,184.7984485,56,20.00155272,176.2570115,77,34.67188343,4.73942324,6,5.60945932,1,no
WV,84,area_code_168,yes,yes,19,255.8880567,118,20.65200563,292.2036726,53,25.21055363,57.62413696,115,19.25362325,1.30197447,15,7.916820959,0,yes
KS,49,area_code_460,yes,yes,34,255.1740402,118,32.9105682,171.0532848,140,30.67990605,82.95259337,110,38.73887954,11.20112414,17,3.489545252,2,yes
AZ,20,area_code_701,yes,no,46,169.3375995,69,29.51604884,65.90035909,101,24.60151211,271.647399,95,11.13134063,11.66000395,4,5.078121904,7,no
MD,86,area_code_319,no,no,1,137.7047773,113,10.65395716,187.921992,138,23.66810826,237.9199418,118,45.404752,8.294845238,14,9.702297675,4,yes
MS,92,area_code_803,yes,no,29,140.6399491,65,18.03775927,260.2740427,80,37.97255369,155.7171023,124,15.91597413,6.10582192,15,6.885412526,3,no
NC,63,area_code_674,yes,no,33,251.4286314,100,15.7438297,299.2123211,124,35.86443238,179.2875906,123,20.8912007,13.38913764,12,1.960577804,4,yes
MS,61,area_code_684,no,yes,21,132.0448707,86,14.60942845,157.5857934,133,42.49720769,142.4997215,92,47.75813199,3.558524066,19,1.765654106,5,yes
HI,49,area_code_260,no,no,2,102.2648434,122,23.50149514,130.0746856,85,16.24815416,235.1949668,108,31.03170619,10.8536856,10,2.440515204,5,yes
WI,71,area_code_780,no,yes,5,71.17208547,118,36.68141537,276.6633242,103,32.42878294,246.0467948,51,21.45971835,15.59340573,6,7.783760907,4,yes
DE,1,area_code_188,yes,yes,14,166.6732802,91,14.78538195,97.81053227,103,31.33376534,240.8212976,64,47.73209662,4.121661695,9,3.306081536,5,no
OK,96,area_code_787,no,no,26,170.5330247,106,21.50054959,203.8572288,66,21.63820149,230.6529312,86,19.80848376,15.31193123,2,0.703194043,8,no
PA,13,area_code_880,no,no,9,260.2271776,115,22.59128421,151.428606,124,26.87258939,101.1260847,120,9.26918207,15.45509567,4,9.469656453,4,yes
SC,94,area_code_684,yes,no,8,105.3096741,58,48.94054382,60.27059124,79,19.12019645,134.4924948,69,49.85819995,2.138606316,9,2.112277456,5,yes
MD,87,area_code_856,no,no,32,145.2478184,149,47.95998606,136.8221186,148,11.38299789,167.4613587,147,17.05302143,1.356902196,15,0.590802768,3,yes
OH,51,area_code_688,yes,no,31,252.1014347,135,41.00619122,116.3071306,71,14.62105448,132.6982479,84,43.30660319,19.50477271,13,2.752750223,2,yes
WV,56,area_code_258,yes,yes,47,255.9059027,113,15.87465144,221.5227885,92,9.748114088,238.73505,83,12.44933577,4.67427053,8,2.732773478,5,no
MO,83,area_code_588,no,no,5,146.152769,135,8.061679134,287.1976244,76,35.73813088,132.3383811,135,37.91092873,16.62064497,19,4.509049883,4,yes
OH,62,area_code_423,no,no,40,164.7810058,71,19.2606862,117.0117968,86,34.73273269,84.5580217,80,28.60022275,11.67516241,19,9.243703399,3,yes
MO,32,area_code_709,no,no,35,125.8214727,83,17.00575472,252.8664848,95,47.77728672,149.760113,136,49.14079512,6.024970993,16,8.852256719,4,yes
NH,30,area_code_480,no,yes,1,283.1387196,104,27.76666101,63.83995423,84,37.83552861,294.9786082,68,29.87736602,3.469438296,11,4.840498272,6,no
LA,29,area_code_201,no,no,28,79.66094144,78,39.99775595,184.5302525,53,7.342062744,106.4703532,117,6.125681835,10.4368682,10,4.403549097,0,yes
VA,49,area_code_593,no,yes,3,283.4373558,87,43.62453225,67.63751593,129,44.79103283,203.0396647,73,32.17450953,8.739741421,8,5.772586322,0,no
LA,45,area_code_743,yes,no,0,220.966613,146,43.01888384,283.5082478,129,43.82038233,158.2432625,133,11.53924054,14.27883562,1,2.812813114,0,no
AK,93,area_code_713,yes,no,18,182.8930382,67,21.18540026,241.5878201,134,24.94941443,67.75614191,88,40.93434119,18.17920244,10,0.995757424,1,yes
OH,30,area_code_118,no,yes,25,58.1647652,120,35.92554546,214.4874778,75,31.36383727,171.9691515,141,43.54556884,16.29971365,18,9.422629294,8,yes
KS,16,area_code_553,yes,no,24,168.899048,114,19.07753889,255.9740954,149,48.92352496,225.5410822,103,26.69420835,6.214588954,3,2.273640356,4,yes
SD,40,area_code_581,no,yes,9,151.9370263,146,7.740749446,211.8799489,68,28.95369637,178.304994,88,40.24496557,17.69973115,11,2.384806928,8,no
OK,19,area_code_693,yes,yes,14,90.30470299,50,36.57043695,292.2360993,130,45.73948228,268.0265159,66,11.5299831,16.83443497,18,4.988373124,4,no
NC,18,area_code_496,yes,yes,21,214.1024009,137,5.442239866,228.489487,94,8.736744101,122.2342542,68,27.14351839,18.65358844,3,5.170326776,6,yes
AR,1,area_code_378,yes,no,47,292.7877268,53,23.41321644,281.1646524,75,13.59733409,71.56229283,97,22.72749191,9.7145556,8,0.675124992,5,no
NC,78,area_code_950,no,no,20,190.5472028,53,19.82206712,179.282973,71,24.83397245,284.1414029,84,32.50928242,15.60292828,14,1.905570018,1,yes
IN,47,area_code_464,yes,no,21,228.6883191,131,36.20198923,79.26610325,107,31.31405638,144.5490874,81,7.001473496,12.24150324,6,4.092470776,2,yes
MA,66,area_code_430,no,yes,35,67.11261314,76,39.48104627,182.0444304,112,41.73025333,194.1013879,96,38.84552772,6.899552298,15,6.995441588,4,yes
WV,92,area_code_740,yes,no,33,154.416749,92,18.68425862,81.71820702,77,49.47179518,248.0007815,96,8.560818026,19.89418905,14,2.66997534,3,yes
MD,94,area_code_443,yes,yes,29,79.08962129,108,41.52321565,198.1233698,114,22.49831734,131.078416,113,34.54121829,1.72784187,7,4.518637239,5,yes
DE,38,area_code_921,yes,no,24,203.1989589,81,18.22625422,170.6232651,93,7.133703626,229.0411345,95,5.830575149,4.083178879,10,5.794778115,7,yes
CT,51,area_code_554,yes,yes,44,284.6205396,82,25.0846862,205.6438495,149,41.05271765,83.85471245,84,42.43496287,17.95830489,15,8.941628699,7,no
AZ,63,area_code_700,yes,yes,27,215.4444331,77,37.71583372,52.51174526,92,32.19713236,122.8234368,143,12.86148336,2.150694025,10,3.597669772,2,no
KY,4,area_code_824,no,yes,0,69.20076208,104,36.18141032,98.71012291,86,13.93442865,86.17765903,66,28.19738642,17.84959268,17,1.768803526,3,no
NC,1,area_code_754,no,no,48,138.6665512,149,49.43158125,172.832608,115,27.26728055,252.8076396,91,16.76718067,14.58920805,19,5.148086146,0,yes
WV,8,area_code_164,yes,yes,44,187.6658449,109,15.13224609,287.6258904,66,38.40396105,105.6623088,78,37.51912409,1.696996102,17,7.593855216,1,yes
ID,29,area_code_175,yes,yes,3,150.801939,119,34.80430611,145.9022601,89,39.66853042,229.3508889,119,19.46079951,9.157080814,12,1.543667692,8,yes
MI,55,area_code_810,yes,yes,6,258.4110026,111,32.43568587,156.0930065,87,27.48282854,285.8245993,66,37.60741371,15.33495803,15,4.534493171,9,no
MI,3,area_code_242,yes,yes,48,253.6677512,129,46.17943045,228.6740223,134,18.73465386,181.9430523,130,17.81920431,12.07890541,12,0.668958842,9,yes
VA,32,area_code_927,no,yes,8,202.957755,83,12.03629637,200.9481893,110,48.81841619,185.0072981,63,38.86128909,18.78155455,9,0.818812226,1,no
NJ,10,area_code_704,yes,yes,35,143.3644863,136,38.83091736,124.7315375,58,34.85131749,165.258392,73,6.377247335,17.48523663,5,5.088056951,5,yes
PA,74,area_code_572,no,no,18,113.8340934,137,30.57208773,152.7040989,126,23.37068837,131.4725358,106,17.74901009,7.320305071,4,3.332874332,6,no
PA,83,area_code_516,yes,no,0,76.46857955,105,17.35996414,104.4249497,124,17.62084509,168.9137577,99,27.43850779,2.607916715,12,8.528519341,5,yes
VT,34,area_code_404,no,yes,9,138.7244209,62,26.34957114,291.5053648,110,37.89963424,200.7018831,106,7.027681186,18.94088375,16,6.220465908,7,yes
DE,97,area_code_835,yes,no,35,153.2931293,105,20.01994687,82.65859539,129,15.89825505,296.497893,110,13.37153276,10.82844859,9,4.812363137,8,no
NE,87,area_code_596,yes,no,8,218.9557313,67,31.06910313,142.9591961,65,12.7269495,284.4411398,88,47.05416417,2.413554863,3,4.375386025,7,no
NE,55,area_code_390,no,yes,44,214.5399561,103,45.00502749,56.45974306,51,28.842525,265.5382396,104,48.95754193,16.51493665,3,5.223832062,4,no
ND,92,area_code_201,yes,yes,45,67.52703491,126,30.6187243,105.444873,121,18.04943267,272.2826339,145,38.28874763,17.50162294,18,0.884168897,7,yes
MA,32,area_code_366,yes,yes,41,148.8148289,92,33.42750882,245.1177846,92,33.30073152,166.9622958,85,16.34900228,13.14906816,17,8.981536886,9,no
NJ,50,area_code_966,yes,no,31,95.4447168,88,28.34365312,100.2938081,91,10.30724037,214.3610818,86,16.72328504,9.502670348,10,9.983879979,9,no
NC,7,area_code_721,no,yes,31,89.20317633,110,7.30244779,70.01585063,126,34.47234971,273.7666807,63,34.0605661,13.58128723,2,2.224127686,8,yes
NV,93,area_code_941,yes,no,5,256.8255374,91,15.47863506,168.613295,106,17.74834376,148.2376912,76,10.29198275,14.42699022,11,1.643638165,7,yes
WA,8,area_code_876,yes,yes,47,60.47880418,130,27.14007782,52.49230868,130,5.01093205,290.4406196,132,47.67392212,17.9675692,3,1.863985903,1,no
NC,65,area_code_102,no,no,37,154.795719,128,18.96058777,71.19153861,137,10.7121226,153.9465155,80,15.11658048,19.16137193,2,6.779757053,1,yes
CA,57,area_code_184,no,yes,16,92.05091394,67,13.1793619,251.9064674,116,47.012692,200.2706663,122,49.98360314,10.77209772,9,6.783687965,2,no
WV,67,area_code_893,no,yes,9,269.8325539,72,27.68597789,242.8683362,79,44.03095876,227.4511783,130,27.30802079,16.17139614,19,8.555279542,6,no
